CATEGORY	DATE	TWEET
EVs	2022-03-23	Tesla bull run lets go #TSLA
EVs	2022-03-23	#TSLA This is called manipulation kids.
EVs	2022-03-23	Be fearful when everyone on twitter is happy #tsla #tesla #nasdaq
EVs	2022-03-23	@pakpakchicken is the most genuine person I ever met online and although he may not know me or know anything about me he changed my life and the life of many others! All haters should really be ashamed of what they are doing.I wish him all the best in life, he deserves it! #tsla
EVs	2022-03-23	@elonmusk Adding #bitcoin to #TSLA balance sheet was a genius idea
EVs	2022-03-23	A $TSLA hold under 987 could mean a move to retest 944. If it gets through and holds above, I would expect a test of 1k. $SPY action in pre makes me look south. Price action shall be our guide. #daytrader #options #TSLA #SPY
EVs	2022-03-23	@BrettSimba @kevintrades lets not go live just yet. No need to force trades #ToS #SPY #AMZN #TSLA
EVs	2022-03-23	@opccpro How do I miss the things which goes and only catch .. #TSLA....#FUTU.... but great play Kay!
EVs	2022-03-23	@LipovskyWilliam @jasondebolt 20% of margin is manageable for stock like #TSLA if you are buying after a dip not related to the company performance.
EVs	2022-03-23	@DIThompson78 @CEOAdam LETS GET RICH BOYS AND GIRLS #Investing #Investment #Invest #Stocks #StockMarket #AMC $AMC #USARMY #USA #USNAVY #USAIRFORCE #AIRFORCE #PILOT #PILOTLIFE #PILOTS #FIGHTERS #ARMY #Soldier #Soldiers #Money #Wealth #ToTheMoon #Tesla #Tsla #Batman
EVs	2022-03-23	@gurgavin FYI.#FSR is next #TSLA save this tweet
EVs	2022-03-23	#TSLA from here 1002 it can go for lower target of 950-930
EVs	2022-03-23	#Tesla #TSLA sitting at over 210 PE ratio. Are people really paying over 200 times the company's earnings? Don't be surprised if the stock falls 70% overnight one of these days. I think @GordonJohnson19 will be right eventually.
EVs	2022-03-23	Sold $880s ; $1030s #tsla
EVs	2022-03-23	CLIMB BABY CLIMB!!!!!! #TSLA
EVs	2022-03-23	#TSLA broke 1K again #pltr broke 13 again Lets goooo @pakpakchicken
EVs	2022-03-23	#tsla they know something we dont know #split
EVs	2022-03-23	#TSLA April 1st $850 puts added
EVs	2022-03-23	@piangfa Congratulations! I wish could have one too #tsla
EVs	2022-03-23	Yall slept when shit was on a lovely discount now look at #tsla back at 1k
EVs	2022-03-23	@thatstocksgirl Investing in #TSLA now is like investing in #amazon back in 2010
EVs	2022-03-23	Forgot to add #TSLA
EVs	2022-03-23	$FB #TSLA #MULN MERGER LETS GO
EVs	2022-03-23	@iluvstocks1 the most amazing room. With the most amazing Vegas. If you want to learn the stock market Vegas is the person to go to. Thank you for an awesome green day. #TSLA #BABA #AMC #MARA
EVs	2022-03-23	Just remember the rug pull eventually comes on the Tesla options! #TSLA $TSLA
EVs	2022-03-23	$TSLA in the case that shares fail to eclipse $1050, the premiums for the 1100s could evaporate quickly from theta and cause quick losses, so determining whether the risk is worth the chance is key /3 #OptionsTrading #NASDAQ #TSLA #Tesla $QQQ
EVs	2022-03-23	Mixed session so far this morning. Except #tsla, still doing its thing of course.
EVs	2022-03-23	#TSLA and #AAPL are holding up rather well today.
EVs	2022-03-23	Markets rallied yesterday as it digested Powells remarks and no major geopolitical news. A kind of continuation of a relief rally I would say. Calm today barring any news. Tesla pushes up to almost $1k again on the day Musk christened the Berlin giga. #stocks #options #TSLA
EVs	2022-03-23	Over the last 2 days I've added to my $TSLA short position #tsla #Tesla #short
EVs	2022-03-23	Open: $979.94 Close: $999.11 Range: $976.75 - $1,040.70 Its not too late to buy #TSLA
EVs	2022-03-23	@StonksAstro @M1D1G30 @jimcramer I'm surprised, everyone that talks #stocks on twitter love #TSLA and if you don't love them, you're the enemy
EVs	2022-03-23	@Comfort_Duck @M1D1G30 @jimcramer Do you think cramer was wrong about Tesla? Do you think #TSLA is overvalued or was cramer right about tesla deserving Tech multiples?
EVs	2022-03-23	@MarketRebels I love #TSLA but dont like Pelosi
EVs	2022-03-23	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #DXY, #BTC, #CrudeOil and #TSLA and a sell signal for #Bonds
EVs	2022-03-23	As @TheMaverickWS pointed out yesterday there was absolutely insane volume on the #TSLA 1000 calls yesterday Could see a lot of Hellraiser-esque max pain price action on it this week
EVs	2022-03-23	"""We're growing at 70-80% on average, maybe even faster than that in the future"" ~ Elon Musk at the Giga Berlin opening. #Tesla #TSLA #Elonmusk"
EVs	2022-03-23	In the absence of a sell-the-news dip leaves many buy-the-dip buyers speechless aside. #TSLA #DeliveryDay #tesla
EVs	2022-03-23	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #DXY, #BTC, #Gold, #CrudeOil and #TSLA and a sell signal for #Bonds
EVs	2022-03-23	@vtnicholas Thank you. Doesn't always work out that well but #TSLA has been good lately.
EVs	2022-03-23	Going live in 30 minutes here on Twitter, YouTube, and Rumble, to discuss the important #stockmarketnews you need to know for Wednesday, plus perform technical analysis on the markets, and discuss your #stocks, including $AMC, $TSLA, and $MULN. #AMC #TSLA #MULN #stockmarket
EVs	2022-03-23	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #DXY, #BTC, #Gold, #Silver, #CrudeOil and #TSLA and a sell signal for #Bonds
EVs	2022-03-23	This rally seems like it may have some legs underneath it #QQQ #SPY #stocks #appl #tsla
EVs	2022-03-23	#TESLA #TSLA and all other EVs provide less than 0.5% of vehicles on the road. By 2030 at least 50% of cars will be electric. If Tesla does what it says its going to do, then #TSLA will be the best investment in human history.
EVs	2022-03-23	@squawksquare They pushed it up the moon so that their rich friends can sell then they push it down so their rich friends can buy it. Now, we know the rich get richer and the poor get poorer. #TSLA
EVs	2022-03-23	#Zcash will pass #TSLA in price. #Zec #Tesla
EVs	2022-03-23	@cinemaheist @DaveHcontrarian Imagine a balloon with a puncture. You can blow air into it, it may even grow bigger, but it is constantly deflating, and you'll run out of air. When rates rose to 1.5 last year the bubble burst. The story is set in stone for #TSLA.
EVs	2022-03-23	Money is good but purpose is better. #btc #doge #tsla
EVs	2022-03-23	When Ukraine war was not even started, market was too spooky but now when war is in full swing, its enjoying the ride despite recession concerns. What is happening? #S&amp;P500 #TSLA
EVs	2022-03-23	@mrbcyber @Stefan_Laurell how exposed is #TSLA stock ? i know they're investing + producing there and seeking to sell a lot in PRC market if US-PRC ties worsen and sanctions escalate, is it assumed tesla would be forced out? if so maybe 10% drop in share price? same for #AAPL ?
EVs	2022-03-23	@TSLAFanMtl Get past this little bit of resistance it's to $1200 unless @elonmusk decides to post something controversial or sell some more bloody stock. Share split accepted. #tesla #TSLA #tsla
EVs	2022-03-23	@DeItaone Doesnt he REALLY mean just about everything about EV production, its flawed battery tech, inadequate charging infrastructure, voracious appetite for PMs etc will be a limiting factor over the coming years. #TSLA #EV #unsustainable
EVs	2022-03-23	@pakpakchicken is the most genuine person I ever met online and although he may not know me or know anything about me he changed my life and the life of many others! All haters should really be ashamed of what they are doing.I wish him all the best in life, he deserves it! #tsla
EVs	2022-03-23	@elonmusk Adding #bitcoin to #TSLA balance sheet was a genius idea
EVs	2022-03-23	A $TSLA hold under 987 could mean a move to retest 944. If it gets through and holds above, I would expect a test of 1k. $SPY action in pre makes me look south. Price action shall be our guide. #daytrader #options #TSLA #SPY
EVs	2022-03-23	@piangfa Congratulations! I wish could have one too #tsla
EVs	2022-03-23	#tsla they know something we dont know #split
EVs	2022-03-23	#TSLA broke 1K again #pltr broke 13 again Lets goooo @pakpakchicken
EVs	2022-03-23	Yall slept when shit was on a lovely discount now look at #tsla back at 1k
EVs	2022-03-23	$FB #TSLA #MULN MERGER LETS GO
EVs	2022-03-23	@iluvstocks1 the most amazing room. With the most amazing Vegas. If you want to learn the stock market Vegas is the person to go to. Thank you for an awesome green day. #TSLA #BABA #AMC #MARA
EVs	2022-03-23	Just remember the rug pull eventually comes on the Tesla options! #TSLA $TSLA
EVs	2022-03-23	$TSLA in the case that shares fail to eclipse $1050, the premiums for the 1100s could evaporate quickly from theta and cause quick losses, so determining whether the risk is worth the chance is key /3 #OptionsTrading #NASDAQ #TSLA #Tesla $QQQ
EVs	2022-03-23	Mixed session so far this morning. Except #tsla, still doing its thing of course.
EVs	2022-03-23	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #DXY, #BTC, #Gold, #Silver, #CrudeOil and #TSLA and a sell signal for #Bonds
EVs	2022-03-23	This rally seems like it may have some legs underneath it #QQQ #SPY #stocks #appl #tsla
EVs	2022-03-23	@contrarian8888 Tough few days but held my nerve too. In fact I added a little to my short as the price climbed. #TSLA Thanks for the update though. It really helps to know whether others are holding, folding or adding.
EVs	2022-03-23	#TSLA got me hurt I shoulda kept holding
EVs	2022-03-23	So...apparently the market actually believed the #TSLAQ bullshit regarding the Giga Berlin water supply? #TSLA
EVs	2022-03-23	The stock market is back, baby! #Stocks #TSLA #AMD
EVs	2022-03-23	@garyblack00 @squawksquare Agreed #tsla retaliation
EVs	2022-03-23	@SlymasterSteven @blueskykites @elonmusk @Tesla @WholeMarsBlog @DimaZeniuk @bevedoni @TeslaAndDoge @Kristennetten @daelmor @RationalEtienne @SirineAti @PPathole @TeslaHype We love it! Dont listen to this negativity, E. Keep dancing like theres no tomorrow! Its good for you, and good luck for all of us. #Tesla #TSLA
EVs	2022-03-23	Tesla bull run lets go #TSLA
EVs	2022-03-23	@LipovskyWilliam @jasondebolt 20% of margin is manageable for stock like #TSLA if you are buying after a dip not related to the company performance.
EVs	2022-03-23	@opccpro How do I miss the things which goes and only catch .. #TSLA....#FUTU.... but great play Kay!
EVs	2022-03-23	Sold $880s ; $1030s #tsla
EVs	2022-03-23	#TSLA April 1st $850 puts added
EVs	2022-03-23	#TSLA and #AAPL are holding up rather well today.
EVs	2022-03-23	Open: $979.94 Close: $999.11 Range: $976.75 - $1,040.70 Its not too late to buy #TSLA
EVs	2022-03-23	@StonksAstro @M1D1G30 @jimcramer I'm surprised, everyone that talks #stocks on twitter love #TSLA and if you don't love them, you're the enemy
EVs	2022-03-23	@Comfort_Duck @M1D1G30 @jimcramer Do you think cramer was wrong about Tesla? Do you think #TSLA is overvalued or was cramer right about tesla deserving Tech multiples?
EVs	2022-03-23	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #DXY, #BTC, #CrudeOil and #TSLA and a sell signal for #Bonds
EVs	2022-03-23	As @TheMaverickWS pointed out yesterday there was absolutely insane volume on the #TSLA 1000 calls yesterday Could see a lot of Hellraiser-esque max pain price action on it this week
EVs	2022-03-23	My two favorite stocks just partnered up, buying more #Nvda #Lcid
EVs	2022-03-23	Going live in 30 minutes here on Twitter, YouTube, and Rumble, to discuss the important #stockmarketnews you need to know for Wednesday, plus perform technical analysis on the markets, and discuss your #stocks, including $AMC, $TSLA, and $MULN. #AMC #TSLA #MULN #stockmarket
EVs	2022-03-23	#TESLA #TSLA and all other EVs provide less than 0.5% of vehicles on the road. By 2030 at least 50% of cars will be electric. If Tesla does what it says its going to do, then #TSLA will be the best investment in human history.
EVs	2022-03-23	Long range model Y delivery dates have been pushed to January 2023. Sheesh #TSLA #verybullish
EVs	2022-03-23	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #DXY, #BTC, #Gold, #Silver, #CrudeOil and #TSLA and, currently, no sell signals.
EVs	2022-03-23	@SpeakerPelosi #nancypelosi Shame on you for likely providing your husband insider trading on #TSLA
EVs	2022-03-23	@lillyvivvi 3k crypto trading 7k in #AMC #GME #TSLA
EVs	2022-03-23	Hey @elonmusk you should consider becoming a partial owner of #GME @GameStop &amp; help stick it to the shorts who suppressed #TSLA. Good day, sir. #GameStop #GMEtothemoon #GMESQUEEZE
EVs	2022-03-23	@dean_rauchfuss @walleyomalley @chenlei1987918 @InteInvestor @qmccollum_ @80sCruiser Yea I didn't choose to have 85% in tesla but I'm not a mutual fund that needs the shed, in that case, in that case I let it ride and add more. Id say most #TSLA investors feel that way too
EVs	2022-03-23	#tsla is rippin
EVs	2022-03-23	#TSLA This is called manipulation kids.
EVs	2022-03-23	Be fearful when everyone on twitter is happy #tsla #tesla #nasdaq
EVs	2022-03-23	@DIThompson78 @CEOAdam LETS GET RICH BOYS AND GIRLS #Investing #Investment #Invest #Stocks #StockMarket #AMC $AMC #USARMY #USA #USNAVY #USAIRFORCE #AIRFORCE #PILOT #PILOTLIFE #PILOTS #FIGHTERS #ARMY #Soldier #Soldiers #Money #Wealth #ToTheMoon #Tesla #Tsla #Batman
EVs	2022-03-23	CLIMB BABY CLIMB!!!!!! #TSLA
EVs	2022-03-23	Over the last 2 days I've added to my $TSLA short position #tsla #Tesla #short
EVs	2022-03-23	In the absence of a sell-the-news dip leaves many buy-the-dip buyers speechless aside. #TSLA #DeliveryDay #tesla
EVs	2022-03-23	Our longer term swing trading portfolio now consists of buy signals in #ES, #NASDAQ, #DXY, #BTC, #Gold, #CrudeOil and #TSLA and a sell signal for #Bonds
EVs	2022-03-23	@vtnicholas Thank you. Doesn't always work out that well but #TSLA has been good lately.
EVs	2022-03-23	@squawksquare They pushed it up the moon so that their rich friends can sell then they push it down so their rich friends can buy it. Now, we know the rich get richer and the poor get poorer. #TSLA
EVs	2022-03-23	#Zcash will pass #TSLA in price. #Zec #Tesla
EVs	2022-03-23	@cinemaheist @DaveHcontrarian Imagine a balloon with a puncture. You can blow air into it, it may even grow bigger, but it is constantly deflating, and you'll run out of air. When rates rose to 1.5 last year the bubble burst. The story is set in stone for #TSLA.
EVs	2022-03-23	@MarketRebels Next, #LUCID #LCID $LCID shorts. These shorts are getting so bold.
EVs	2022-03-23	@sephthreek #Crypto is the way to roll nowadays. FIAT Money is dead. My bank offered me a credit of roughly 1M, to build out the company, eventhough we've just bought a big aparment last year. Turned most of my FIAT assets into #TSLA , #ADA &amp; #LTC . Also got some #btc
EVs	2022-03-23	#TSLA binging over $1000 again. Woot!!
EVs	2022-03-23	@Teslaconomics MSM doesn't show a mere blurb of this. All MSM cares about is FUD. As American's we should be celebrating #TSLA and @elonmusk on a National level.
EVs	2022-03-23	Wednesday, March 23, 2022 Daily Market Correction : Waning 72% in : 0705 - 0908 EST : 1009 - 1211 EST : 1414 - 1616 EST : 1718 - 1920 EST : 2117 - 2314 EST $SPY #sp500 #Bitcoin $AAPL $NVDA $MSFT #TSLA #Googl #BA (not financial advice)
EVs	2022-03-23	@AIT_News Whats the point if the real #EV stars are not there? @teslacn @GlobalNIO #NIO #TSLA #Bangkok
EVs	2022-03-23	Should I sell my #appl shares and add to #tsla ??
EVs	2022-03-23	Just saw my first @Tesla model Y in Reading, UK and it looks sublime! arguably one of the best looking car on the roads. #tesla #tsla #ModelY #elonmusk
EVs	2022-03-23	#TSLA is not a car company!!!
EVs	2022-03-23	LETS FUCKING GOOOOOOOOOOOOOOOOOOOOOOOOOOOKOOOOOOOOOOOOOOOOO #TSLA
EVs	2022-03-23	@BrettSimba @kevintrades lets not go live just yet. No need to force trades #ToS #SPY #AMZN #TSLA
EVs	2022-03-23	@gurgavin FYI.#FSR is next #TSLA save this tweet
EVs	2022-03-23	#TSLA from here 1002 it can go for lower target of 950-930
EVs	2022-03-23	#Tesla #TSLA sitting at over 210 PE ratio. Are people really paying over 200 times the company's earnings? Don't be surprised if the stock falls 70% overnight one of these days. I think @GordonJohnson19 will be right eventually.
EVs	2022-03-23	@thatstocksgirl Investing in #TSLA now is like investing in #amazon back in 2010
EVs	2022-03-23	Forgot to add #TSLA
EVs	2022-03-23	Markets rallied yesterday as it digested Powells remarks and no major geopolitical news. A kind of continuation of a relief rally I would say. Calm today barring any news. Tesla pushes up to almost $1k again on the day Musk christened the Berlin giga. #stocks #options #TSLA
EVs	2022-03-23	@MarketRebels I love #TSLA but dont like Pelosi
EVs	2022-03-23	"""We're growing at 70-80% on average, maybe even faster than that in the future"" ~ Elon Musk at the Giga Berlin opening. #Tesla #TSLA #Elonmusk"
EVs	2022-03-23	#NVDA must know #LCID will be KING
Gaming	2022-03-23	Bought EURJPY 131.851 SL 131.593 TP 132.113 #FX #EA #MT4 #
Gaming	2022-03-23	Are you interested in #EA and looking for a good EA? Do you want to make 100% daily #profit in #Forex using this #FX EA? PM for details!
Gaming	2022-03-23	A person who never made a mistake never tried anything new. So try my #EA #FX #ROBOT and taste your winning moment everyday. PM for details
Gaming	2022-03-23	Bought GBPJPY 157.668 SL 157.267 TP 158.067 #FX #EA #MT4 #
Gaming	2022-03-23	By failing to prepare, you are preparing to fail. However By purchasing #EA #FX ROBOT, you are preparing to #Win in #Forex. PM for Details!
Gaming	2022-03-23	Bought EURJPY 131.851 SL 131.593 TP 132.113 #FX #EA #MT4 #
Gaming	2022-03-23	Are you interested in #EA and looking for a good EA? Do you want to make 100% daily #profit in #Forex using this #FX EA? PM for details!
Gaming	2022-03-23	A person who never made a mistake never tried anything new. So try my #EA #FX #ROBOT and taste your winning moment everyday. PM for details
Gaming	2022-03-23	Bought GBPJPY 157.668 SL 157.267 TP 158.067 #FX #EA #MT4 #
Gaming	2022-03-23	By failing to prepare, you are preparing to fail. However By purchasing #EA #FX ROBOT, you are preparing to #Win in #Forex. PM for Details!
Tech	2022-03-23	Them: collect apple products bc its popular Me: collect #AAPL shares bc apple products are popular.
Tech	2022-03-23	Them: collect apple products bc its popular Me: collect #AAPL shares bc apple products are popular.
Tech	2022-03-23	Them: collect apple products bc its popular Me: collect #AAPL shares bc apple products are popular.
Tech	2022-03-23	Them: collect apple products bc its popular Me: collect #AAPL shares bc apple products are popular.
Tech	2022-03-23	Dry-Temp:17.7 Rain 0.0, Sun 01:32 Hrs, Wind Dir ENE, MaxSpd 24.1, Baro 1018.2, +0.6 #fb
