Crypto	1 Cryptocurrency That Even This Skeptic Is Buying
Crypto	Ukraine legalises bitcoin as crypto donations pass $100m
Crypto	UAE Hospitality Brand Stella Stays Now Accepts Crypto
Crypto	Coinbase Pay Launched to Help Users Fund Crypto Wallets via Chrome Extension
Crypto	Ukraines Government Launches Official Website for Cryptocurrency Donations
Crypto	MoonXBT Released Options Promotion Ambassador Plan, Further Embraced SocialFi
Crypto	Hut 8 Reports Operating and Financial Results for 2021
Crypto	Kenyans Lost $120 Million to Cryptocurrency Scams in the Past Financial Year  Government Official
Crypto	Crypto Assets Can Help Russia Return to Global Financial Market, Lawmaker Says
Crypto	Bored Ape NFT holders to receive ApeCoin  The Dogecoin of NFTs - Cointelegraph
Crypto	Be Ready To Lose All Your Money In Crypto, European Union Regulators Warn
Crypto	Examining AMCs embarrassingly stupid investment in a literal gold mine
Crypto	Ukraine makes cryptocurrency legal as donations flood in
Crypto	Lauren Daigle, Beck, Chaka Khan & More Added to Lineup for Joni Mitchells MusiCares Person of the Year Gala
Crypto	Bitcoin, Ethereum Technical Analysis: BTC Fails to Breakout of $40,000 Resistance Level  Market Updates - Bitcoin News
Crypto	Bitcoin, Ethereum Technical Analysis: ETH up to 2-Week High Following Fed Rate Hike
Crypto	IQ Labs CEO Tom Tirman on Unlocking Utility for NTFs With Collateral-Less Renting Framework
Crypto	What's Driving Ethereum, Dogecoin, and THORChain Higher Today?
Crypto	Adshares and cookie3 Announces: First of Its Kind Targeted Advertising in the Metaverse
Crypto	Razzlekhan: The Untold Story Of How A YouTube Rapper Became A Suspect In A $4 Billion Bitcoin Fraud
Crypto	Why Bitcoin, Ethereum, and Dogecoin Are Gaining Today
Crypto	Ukraines president just signed a law to legalize crypto, as digital donations roll in
Crypto	UFC had best financial year ever; not commenting on fighters low wage share
Oil	Stocks open lower as crude oil price turn sharply higher
Oil	Petrol and diesel prices today in Hyderabad, Delhi, Chennai, Mumbai - 17 March 2022
Oil	Hoarding of fuel on price hike expectation leads to surge in petrol, diesel sales
Oil	Liz Truss spending 24/7 on Ukraine war and not thinking about running to be next Tory leader
Oil	Oil Rebounds As Market Fears Russian Supply Shock
Oil	Hedge Fund Manager Pierre Andurand Sees a Path to $200 Oil By End of the Year
Oil	Moodys slashes 2022 India growth estimate to 9.1 per cent
Oil	Ringgit ends higher against greenback despite US interest rate hike
Oil	Russia-Ukraine crisis poses a serious threat to Egypt  the worlds largest wheat importer
Oil	Oil prices rise on supply concerns - Fox Business
Oil	Oil price surges to almost $100 per barrel as Boris returns empty handed from Saudi
Oil	Oil price rises after IEA warns of supply shortfall in markets
Oil	'India's oil purchases from Russia won't violate US sanctions'
Oil	Pakistan initiates probe against former Army General for theft and illegal sale of crude oil
Oil	Did Chinas COVID outbreak change gas prices?
Oil	Brent crude rallies to top $100 after an IEA warning about a Russian supply shortfall
EVs	Xiaomi Portable Electric Air Compressor 1S launched with built-in LED light
EVs	New Audi A6 Avant E-Tron EV with 700 km battery range revealed
EVs	Ola Electric inducts former LG Chem Power CEO Prabhakar Patil onto its Board
EVs	More than 80 percent of Li-Ion batteries for EVs sold in India made locally: Gadkari
EVs	Teslas Elon Musk hints that hes working on a Master Plan Part 3
EVs	Amazons new Fresh store in Seattle is all about sustainability
EVs	2022 Tesla Model Y
EVs	Cheltenham Festival free bets and new customer offers: SkyBet, Betfred, Bet365 and more
EVs	Cheltenham Festival betting offers: Free bets and sign up offers for day three of racing on St Patricks Day
EVs	Ford to launch seven new EVs by 2024
EVs	Tesla actively cooperating with Chinese govt to keep Giga Shanghai operational
EVs	EVs make a strong case for people looking for short-term mobility access: Interview
EVs	Chinese EV maker XPeng leads investment in $200 million fund focused on 'frontier technology'
EVs	Specialty tyres for EVs are now coming - But don't ask us what they'll do
EVs	BMW to sell over 2 million EVs by 2025 - Ramps up its e-mobility targets
EVs	Ranking this seasons Championship managerial appointments
Gaming	Former PM Shinzo Abe surprises with a peek at his sweet gaming laptop
Gaming	Starfield to bring back traditional character building elements of RPGs
Gaming	Elden Ring patch adds NPC markers to map - Eurogamer.net
Gaming	Forget last months model, Epson has a new 4K 120Hz laser projector and its cheaper
Gaming	Moss: Book II Squeaks Out a March Release Date for PSVR, New Gameplay Revealed
Gaming	Steam Deck plays Elden Ring better than a $5,000 PC thanks to Valve
Gaming	Her Story developer reveals investigative horror game Immortality
Gaming	Hideo Kojima's New Project Getting Lots of Sony Love
Gaming	Everything We Know About Star Wars: Obi-Wan Kenobi
Gaming	The Morning After: 'Elden Ring' is a hit
Gaming	Sniper Elite 5 joins Xbox Game Pass in May
Gaming	WWE UK PPV: Drew McIntyre has good feeling about Tyson Fury dream match
Gaming	Moss: Book 2 Gets a Release Date
Gaming	Moss Book II Release Date Revealed
Gaming	Moss Book II Preview: Primed To Be PS VRs Swan Song
Gaming	Google Stadia dead? For you it is
Gaming	"FromSoftware Hopes to Take 'Elden Ring' ""Beyond the Realm of Games"""
Gaming	How many people play GTA Online? 2022 player count stats
Gaming	Want to make robots run faster? Try letting AI take control
Gaming	Comedian who rapped about putting a 'bullet in Putin's brain' during a Texas city council meeting says he's 'just getting started'
Gaming	Wall Street Is Sleeping on This Unstoppable Growth Stock
Gaming	Moss: Book 2 launches later this month
Gaming	Netflix gives a peek at its upcoming Resident Evil series
Gaming	Nintendo hints at new Switch arcade controller in unearthed patent
Gaming	Paradise Killer's Free Update Is Now Alive On Switch
Gaming	Great Scott! This giant-sized Lego DeLorean from Back to the Future looks amazing
Tech	Apple Mac Studio & Mac Studio Display UNBOXING - EFTMOnline
Tech	Whats the best place to wear a fitness tracker?
Tech	Apple hit with lawsuit for alleged sexual harassment on Apple TV+ film set
Tech	You need to turn these WhatsApp settings on NOW or someone could spy on you
Tech	Big Cabal Media, parent company of TechCabal and Zikoko, raises $2.3M seed funding
Tech	BMW to sell over 2 million EVs by 2025 - Ramps up its e-mobility targets
Tech	Apple promises software update to improve Studio Displays lackluster webcam
Tech	Apple Says Improvements to Studio Display's Webcam Coming in Software Update After Several Poor Reviews
Tech	Amazon completes its $8.45 billion takeover of MGM
Tech	Google Docs gains Gmail draft capabilities for Workspace customers
Tech	PSA: Studio Display Power Cable is Non-Removable
Tech	Google reportedly making it easier to identify bad cables
Tech	Microsoft Defender is here to protect you...against Office updates?
Tech	Specialty tyres for EVs are now coming - But don't ask us what they'll do
Tech	Google to replace Universal Analytics: What does it mean
Tech	Amazon completes its $8.5 billion acquisition of MGM
Tech	Deals: Take $250 Off Apple's 14-Inch MacBook Pro With All-Time Low Prices
Tech	The Galaxy A53 is the first mid-range Samsung phone with 5G
Tech	Which Metaverse Do You Want to Live In?
Tech	Update your iPhone NOW after Apple releases urgent iOS 15.4 security fixes
Tech	Samsung Freestyle projector up for pre-booking in India - know early bird offers
Tech	Mac Studio Studio Display - The Verge
Tech	Apple Watch Series 7 is back to an all-time low price of $339
Tech	Redmi 10 debuts in India with 50MP primary snapper, Snapdragon 680 SoC
Tech	Dorians no-code, interactive storytelling app turns fiction writers into game developers
Tech	Meta removes Ukrainian President Zelensky deepfake video: What are deepfakes, what are they used for?
Tech	iPhone dominates North America, Western Europe as 5G surpasses 4G
Tech	Anti-virus software used by millions could expose users to Russian hackers  how to protect yourself
Tech	Android users in Australia will need to use ID to prove their age to YouTube and Google Play
Tech	How to organize your desk at home
Tech	Hundreds of GoDaddy sites caught up in hacking campaign
Tech	Google launches new tools to help businesses optimize their delivery operations
Tech	Samsung's new Galaxy Book laptops offer up to 21 hours of battery life
Tech	Mac Studio review roundup: Incredible speed, that not everybody needs
Tech	Nintendo hints at new Switch arcade controller in unearthed patent
Tech	Apple-backed smart home standard Matter has been delayed yet again
Tech	Daily deals March 17: $639 Toshiba M550 65-inch Smart TV, 45mm Apple Watch Series 7 $369, Samsung Galaxy Chromebook Go $217 & more
Crypto	The cryptocurrency boom has spawned enterprises democratically governed by a community of users. Or that’s the theory. Making it work has been much messier.
Crypto	Over all, nearly 7,000 investors lost $80 million in assorted cryptocurrency scams from October through March, according to a Federal Trade Commission report.
Crypto	It was once a parody — then he turned the cryptocurrency into profit.
Crypto	Created as a cryptocurrency parody in 2013, Dogecoin languished for years. Then, in 2021, it went absolutely wild. What have its holders learned?
Crypto	New research shows that China’s Bitcoin ban has sent the process of creating new coins, known as mining, to countries where it uses far less renewable energy.
Crypto	The company is undertaking a far-reaching effort to change how it works. For some, it is an echo of their early idealism and a vision for what the internet could have been.
Crypto	Helium, a wireless network powered by cryptocurrency, hints at the practical promise of decentralized services.
Crypto	Dividing the family’s Bitcoin stash has become a major source of contention in divorce cases.
Crypto	Crypto prices are highly volatile, as this week’s sell-off showed. But die-hard enthusiasts believe prices will keep soaring in a world where traditional notions of value don’t apply.
Crypto	NFT.NYC, a gathering for nonfungible token enthusiasts, offered a taste of a crypto-filled future.
Crypto	The artist’s brash riffs on the news have whipped up a frenzy of interest within the cryptocurrency scene.
Crypto	The couple were accused of conspiring to launder Bitcoin that had been stolen in 2016 from Hong Kong-based Bitfinex, one of the world’s largest virtual currency exchanges.
Crypto	The big money in cryptocurrency is offshore.
Crypto	Glauber Contessoto went looking for something that could change his fortunes overnight. He found it in a joke cryptocurrency.
Crypto	Russian companies have many cryptocurrency tools at their disposal to evade sanctions, including a so-called digital ruble and ransomware.
Crypto	A judge appeared more concerned by the flight risk posed by Ilya Lichtenstein than by his wife, Heather Morgan, in a case accusing them of a sweeping scheme to launder stolen cryptocurrency.
Crypto	The arrests of Ilya Lichtenstein and Heather Morgan left the world of cryptocurrency incredulous: Could this goofy young couple have been Bitcoin’s Bonnie and Clyde?
Crypto	Traders of the cryptocurrency, which has a market value of more than $50 billion, were trying to push up the price to coincide with April 20, or 4/20.
Crypto	The rules are in flux as a new U.S. administration takes over.
Crypto	With the pandemic starting to ease in the United States, many had expected a year of wild investments to slow. It hasn’t. Yet.
Crypto	The price of Dogecoin is up by more than 1,600 percent this year, pushed in recent days by celebrity cheerleading from the likes of Elon Musk,  Snoop Dogg and  Gene Simmons.
Crypto	Officials said the couple went to great lengths to try to launder stolen Bitcoin.
Crypto	It has to be somewhere. Why not Ukraine?
Crypto	A new documentary tries to unpack how $200 million went unaccounted for after the Canadian cryptocurrency entrepreneur Gerald W. Cotten died.
Crypto	Long hailed by its advocates as a safe hedge during uncertain times, Bitcoin’s value has fallen steadily in recent weeks.
Crypto	Before being accused in a major cryptocurrency conspiracy, Ilya Lichtenstein and Heather Morgan shared advice, ideas and amateur rap videos online.
Crypto	Katie Haun and I discuss the future cryptocurrency could create.
Crypto	It was once a parody — then he turned the cryptocurrency into his profit.
Crypto	The cryptocurrency that started as a joke is up by roughly 14,000 percent this year.
Oil	Michael Patrick F. Smith’s “The Good Hand” is a memoir about grinding work in the last days of the Bakken oil boom.
Oil	Oil prices rose Wednesday as the results of the U.S. presidential election remained uncertain. Brent crude, the international benchmark, and West Texas Intermediate, the American standard, were up about 3.5 percent.
Oil	While oil traders keep an eye on Russia, they’re also looking to a possible nuclear deal with Iran that could help add to global supplies.
Oil	The release of 50 million barrels of crude oil from the country’s emergency stockpile was meant to address fluctuations in supply and demand, and lower gas prices.
Oil	A barrel of oil is trading at roughly $107, while gasoline is at $4.33 on average in the United States.
Oil	Whatever the short-term benefits for producers, the market upheaval could accelerate the transition away from oil, he says.
Oil	The cost of Brent crude, the international benchmark, was trading at about $129 a barrel on Monday.
Oil	The police are seeking to silence those who bought a Bank of China investment that backfired, highlighting the plight of small investors in the country.
Oil	Analysts say the problem is unlikely to alter more important concerns facing the industry, including worries that an economic recovery may be slower than expected.
Oil	European gas futures spiked 13 percent after Russia ordered troops into separatist territories in Ukraine.
Oil	Hundreds of demonstrators took to the streets of the capital, Lima, to accuse the Spanish company Repsol of downplaying the impact of the spill, which sent thousands of barrels of crude oil into the sea.
Oil	We’re in a deflationary moment that surpasses anything seen in most people’s lifetimes.
Oil	Global stocks dipped on Monday as U.S. officials discussed an oil cutoff, and gas prices hit a national average above $4, up more than 10 percent in a week.
Oil	Analysts say soaring natural gas prices are helping push oil futures higher, as Brent crude briefly topped $80 a barrel.
Oil	The U.S. benchmark reached $32 a barrel, a month after briefly falling below zero, but it’s still far from where it was before the pandemic.
Oil	The announcement was aimed to assure markets that there would be “no shortfall” as a result of Russia’s invasion of Ukraine, but oil prices kept rising, closing above $100 a barrel.
Oil	Shipping companies, which can command more than $200,000 a day for a vessel, are cashing in on increased demand.
Oil	Geopolitical tensions and a growing disparity between supply and demand have driven up prices. Here is what that means and what could happen next.
Oil	Brent crude oil briefly rose above $100 a barrel, its highest point since 2014, and European gas futures jumped after Russia invaded Ukraine.
Oil	A nuclear threat, and skepticism at potential talks.
EVs	Some drivers have complained that cars using the company’s Autopilot system have been slowing down suddenly even when there are no hazards ahead.
EVs	The popularity of battery-powered cars is soaring while the overall auto market stagnates, a worldwide trend.
EVs	The German automaker, which has made cars in the state for decades, has invested $1 billion in a factory to supply the power for electric vehicles.
EVs	The White House effort is part of a push to reduce America’s dependence on foreign products, particularly those from China.
EVs	The two Japanese giants said they would form a company that would make battery-powered cars in Honda’s factories.
EVs	The electric vehicle maker’s stock surged after a public offering last fall but has since plunged, in part because the company failed to meet its 2021 goals.
EVs	Frunks are just the start — think Cybertruck, not Focus.
EVs	Faulty computer systems are prompting class-action lawsuits by disgruntled car owners, a symptom of automakers’ bumpy transition to the digital age.
EVs	The automaker will build a battery plant and overhaul an existing factory to produce electric pickup trucks, creating 4,000 jobs.
EVs	New York lags far behind most cities in electric-vehicle infrastructure, but changes are coming.
EVs	The sales numbers, which cover the entire world, came a day after General Motors and Ford Motor reported that their U.S. sales were up modestly.
EVs	Focusing on electric vehicles, Volkswagen aims for growth in North America, though it could face tough competition.
EVs	The Tesla chief quietly disclosed a huge donation, but didn’t say where it went.
EVs	The electric carmaker disclosed the new legal issues in its annual report to securities regulators, which was made public on Monday.
EVs	Even electric vehicles serviced in response to a recall last year may still be at risk, the vehicle’s manufacturer and federal safety officials said.
EVs	Using $5 billion that Congress allocated last year, the Biden administration would require states to install high-voltage chargers along interstate highways.
EVs	This year’s Super Bowl ads may be a sign that a shift is coming, as automakers try to persuade a skeptical public that electric vehicles are the future.
EVs	GM’s decision this week to phase out gasoline vehicles is the latest in a major shift that will mean drastic new demands on electric utilities. Here are four things that will need to happen.
EVs	But challenges await, including technical issues, regulatory barriers and many miles of highway.
EVs	The company said it expected to produce only 25,000 electric vehicles this year, adding a new cloud to its outlook only months after a hot I.P.O.
EVs	Myanmar’s junta hoards oxygen as cases climb.
EVs	Under the new plan, designed to reduce planet-warming tailpipe emissions, new vehicles would be required to average 55 miles per gallon starting in 2026.
EVs	Booming in a depressed market, battery-powered vehicles are a plus for the climate but pose a big threat to carmakers and parts suppliers that are slow to change.
EVs	The legislation calls for cutting the use of powerful planet-warming chemicals common in air-conditioners and refrigerators.
EVs	Mr. Musk gave just over five million shares of Tesla to charity in November, making him the second-biggest donor last year, behind only Bill Gates and Melinda French Gates.
EVs	"It’s time to do a little fact-checking. 
Test your knowledge about electric cars."
EVs	Ready for an electric vehicle future? The Volkswagen ID.4 may be the electric vehicle that carries you into it.
EVs	The suit comes months after a jury awarded a former Black employee at the electric carmaker’s San Francisco-area factory $137 million.
EVs	The governor hailed the factory as an economic boon that would put Georgia at the vanguard of the green economy. Not everyone liked the idea.
EVs	German authorities cleared the plant, which was built near Berlin, to open for production. Tesla plans to build 500,000 electric cars a year there.
Gaming	Game publishers are offering NFTs, but skeptical gamers smell a moneymaking scheme and are fighting back.
Gaming	Xbox head Phil Spencer discusses how the gaming industry is already peeking into the metaverse with avatars, virtual worlds and online economies.
Gaming	The new policy will take down channels that persistently lie about vaccines and election fraud, as well as Russian state-run media.
Gaming	The gaming console, coming out in its latest version on Thursday, has become the Japanese giant’s centerpiece product.
Gaming	Regulators are expected to give Microsoft’s proposed acquisition of Activision Blizzard — the largest in Microsoft’s history — a tough review.
Gaming	The PlayStation 4 era, which started in 2013, is over. Although big PlayStation titles such as Horizon: Forbidden West and the next God of War will still launch on the PS4 in 2022 and 2023, the PS4 is no longer being manufactured. Instead, new-PlayStation shoppers have a better option in front of them: the $500...
Gaming	Modern video game consoles offer sophisticated social experiences, and they’re designed to be connected to the internet just about all the time in order to deliver them. Like other always-connected devices, including phones and TVs, the Sony PlayStation 5, Microsoft Xbox Series X and S, and Nintendo Switch all gather data and share your various...
Gaming	Why are so many major companies investing in this new digital world — and what is it, anyway?
Gaming	With the deal, the largest in the software maker’s history, Microsoft will acquire Activision’s huge pool of users and access to some of the world’s most popular games.
Gaming	How I find my center amid a stream of falling video game blocks.
Gaming	The 22-year-old life-simulation video game has evolved into a world where players can farm, forage, cook and learn about the many ways people experience food.
Gaming	Gary Bowser, 52, pleaded guilty for his role in a group that sold pirated video games for devices like the Nintendo Switch, costing companies more than $65 million, prosecutors said.
Gaming	In a pandemic-induced era of scarcity, a bit of automation can go a long way to obtaining the unobtainable.
Gaming	A new video game will let players pretend to be the politicians they most admire — or despise.
Gaming	Epic Games is acquiring an online music platform that has been embraced by musicians for its eclectic offerings and a payment system that favors artists.
Gaming	Intel announces plans for a $20 billion chip manufacturing complex in Ohio. With Omicron beginning a retreat, is a “new normal” coming? And the Fed meets, with inflation high on the agenda.
Gaming	Plus an offshore earthquake in Japan and mass graves in Syria.
Gaming	Activision has a lot of popular games that fit into Microsoft’s plans to build a vast library of titles that can be played on all sorts of devices. The metaverse can wait.
Gaming	New gaming consoles remain in short supply this holiday season, spawning cottage industries of tipsters and scalpers making money off their scarcity.
Gaming	The list of scarce gadgets is long, driven by a chip shortage. Don’t wait until Black Friday for the best deals.
Gaming	Profit and sales at the tech giant, the first of the largest tech companies to report earnings for the three months ending in December, grew about 20 percent.
Gaming	The deal follows two other major acquisitions in the game market by Microsoft and Take-Two Interactive.
Gaming	Some people love technology that the rest of us see as obsolete junk.
Gaming	Some players, unhappy with Activision in recent years, said the Microsoft deal could reverse a decline in quality.
Gaming	Genshin Impact, a nearly picture-perfect reproduction of Japanese fantasy role-playing games, has raked in billions of dollars and sent shock waves through the world’s aging video game superpower.
Gaming	With a winning combination of solid hardware and software, Sony’s new console makes us excited about the next generation of gaming.
Gaming	The philosopher C. Thi Nguyen believes that to understand modern life, we need to understand how games work.
Tech	The tech giant used to give us only a few cool options. Now it has to work harder to win us over.
Tech	European Union and British regulators are investigating an agreement between the internet giants that a U.S. antitrust inquiry uncovered.
Tech	The development, still under construction, sits on sacred land in Cape Town. But some Indigenous leaders have allied with the developers, prompting a debate over who speaks for First Nations people.
Tech	Why spend more if you don’t have to? The new $430 iPhone meets all the criteria of what most of us need in a smartphone.
Tech	Apple is making a stink over a Dutch regulator’s effort to change its app store. Here’s why the tech giant cares.
Tech	The move came after a Russian regulator demanded that the company stop showing ads with what the regulator claimed was false information about the invasion of Ukraine.
Tech	The animals painted in ocher in Colombia may include giant ground sloths and other creatures that vanished from the Americas. But some researchers say the art has a more recent origin.
Tech	The Ukrainian president told his people that he was not afraid or in hiding.
Tech	The company told workers on Friday that it will reduce or eliminate some of its famous perks as it prepares for a return to the office.
Tech	The National Labor Relations Board approved the voting at a warehouse next to JFK8, where another election is in progress.
Tech	The project is a big bet on scaling up programs that have proved effective in lifting low-income workers into middle-class jobs and careers.
Tech	The region is home to the largest concentration of online shoppers in the country. The facilities, key to delivering packages on time, are reshaping neighborhoods.
Tech	The region is nearing a threshold beyond which its forests may be replaced by grasslands, with huge repercussions for biodiversity and climate change.
Tech	The closures affect its bookstores and Amazon 4-Star locations, but not Whole Foods or Amazon Fresh.
Tech	The most prominent effort was a version of Instagram for children.
Tech	Members of the Judiciary Committee accused Amazon of obstructing its inquiry into how the company treats third-party sellers.
Tech	The company also said it would restore many of its famed office perks.
Tech	In this regressive tale of demons and damsels, a priest must admit his sins before he can vanquish a malevolent spirit.
Tech	Set aside for an isolated Indigenous group, the Brazilian preserve Ituna-Itatá has now been heavily deforested — a grim illustration of the intractable forces destroying the Amazon.
Tech	The policy change for Amazon Web Services started over the weekend but was not publicly announced until Tuesday.
Tech	Facebook on Friday became the first American tech giant to be blocked by the Russian government, as part of the Kremlin’s broadening campaign to tighten control of the internet and limit spaces for dissent about the war in Ukraine.
Tech	It is also disabling features in its maps app “as a safety and precautionary measure for Ukrainian citizens.”
Tech	The company has opposed singer-songwriters, school districts and food blogs for trying to trademark names or logos featuring an apple — or a pear or pineapple.
Tech	Mykhailo Fedorov, Ukraine’s youngest minister, has turned technology, cryptocurrency and social media into modern weapons of war.
Tech	With limited series like “The Dropout,” “WeCrashed” and “Super Pumped,” the culture is saturated with ripped-from-the-headlines tales of self-immolating moguls.
Tech	Under pressure from investors and consumers, many Western companies have started to unwind their investments, close stores and pause sales in Russia.
Tech	Peacock would join Apple TV+, which has already reached an agreement that will make it harder for cable subscribers to find major-league games.
Tech	Criticism of Russia has become a common feature of advertisements and the marketing industry.
Tech	A newly revamped store in Washington shows how thoroughly Amazon has woven itself into the grocery shopping experience.
Tech	The deal is intended to help Google differentiate its cloud business from that of its rivals Amazon and Microsoft.
Tech	Andrew Garfield, who was in “The Social Network,” shares how the film changed his view of social media and discusses his recent projects.
Tech	The Taiwanese electronics firm said it “adjusted the production line” to other plants in China to minimize any impact on operations.
Tech	Every month, streaming services add movies and TV shows to their libraries. Here are our picks for some of March’s most promising new titles.
Tech	It says it will give other companies plenty of time to adapt to changes to its Android software. Similar changes made by Apple affected big internet companies.
Tech	The embrace by some conservative influencers and conspiracy theorists is part of a broader effort to shift people away from Big Tech.
Tech	Shoving these videos at us is a little bit sad, a little bit brilliant — and very much worth watching.
Tech	In a showcase on Tuesday, Apple added to its ever-expanding array of product offerings.
